Case Number,LADBS Inspection District,Address House Number,Address House Fraction Number,Address Street Direction,Address Street Name,Address Street Suffix,Address Street Suffix Direction,Address Zip,Date Case Generated,Date Case Closed,Parcel Identification Number (PIN),Case Type,Area Planning Commission (APC),Status of Case,Latitude/Longitude
844733,3113,19556,,W,CALVERT,ST,,91335,02/01/0019,,177B117   303,GENERAL,South Valley,O,"(34.18359, -118.55939)"
804217,1142,1321,,S,TROTWOOD,AVE,,90732,02/07/0018,,012B189    23,GENERAL,Harbor,O,"(33.73152, -118.31433)"
684904,1124,4820,,S,CENTRAL,AVE,,90011,06/04/0015,,111A209   123,GENERAL,South Los Angeles,O,"(33.99922, -118.2563)"
870695,3121,12129,,W,BRANFORD,ST,,91331,07/18/0019,,204B165   333,GENERAL,North Valley,O,"(34.2527, -118.39728)"
657659,3111,20234,,W,CANTARA,ST,,91306,08/30/0014,,192B113   675,GENERAL,South Valley,O,"(34.2191, -118.57455)"
524323,1101,334,,N,ARNO,WAY,,90272,11/29/0013,,126B121   472,GENERAL,West Los Angeles,O,"(34.04144, -118.54596)"
481091,3301,7905,,N,VAN NUYS,BLVD,,91402,10/06/0012,,189B149   451,VEIP,North Valley,O,"(34.21446, -118.44897)"
900510,1112,1447,,W,50TH,ST,,90062,07/25/0020,,111B193  1009,GENERAL,South Los Angeles,O,"(33.99835, -118.30181)"
675046,3303,6039,,N,LANKERSHIM,BLVD,,91606,03/05/0015,,177B169   693,VEIP,South Valley,O,"(34.18048, -118.38427)"
787407,3303,7310,,N,ETHEL,AVE,,91605,10/04/0017,,186B161   554,GENERAL,North Valley,O,"(34.20331, -118.41801)"
847273,1123,237,,W,88TH,PL,,90003,02/17/0019,,096A203   293,GENERAL,South Los Angeles,O,"(33.95654, -118.27734)"
850398,3103,7779,,N,VARNA,AVE,,91605,03/16/0019,,189B157   707,GENERAL,North Valley,O,"(34.21208, -118.42481)"
510232,2101,3534,,W,FERNWOOD,AVE,,90039,08/22/0013,,147A203   356,GENERAL,East Los Angeles,O,"(34.09646, -118.27434)"
735284,3141,8600,,N,TUJUNGA,AVE,,91352,09/09/0016,,192B169   184,GENERAL,North Valley,O,"(34.22531, -118.3804)"
892470,2100,3470,,W,6TH,ST,,90005,02/02/0020,,135B197  1033,NAR,Central,O,"(34.06339, -118.29748)"
889498,2123,5448,,E,VALLEY,BLVD,,90032,12/20/0019,,138A237    80,GENERAL,East Los Angeles,O,"(34.07361, -118.16447)"
900365,3111,6146,,N,ROD,AVE,,91367,07/18/0020,,177B085   175,GENERAL,South Valley,O,"(34.18269, -118.66263)"
898881,1132,4035,,S,PUNTA ALTA,DR,,90008,05/14/0020,,114B177    35,GENERAL,South Los Angeles,O,"(34.01189, -118.36029)"
893583,1111,1422,,W,SLAUSON,AVE,,90047,02/13/0020,,108B193  1382,GENERAL,South Los Angeles,O,"(33.98899, -118.30115)"
883083,3143,6512,,N,MONTGOMERY,AVE,,91406,10/11/0019,,180B141   614,GENERAL,South Valley,O,"(34.18897, -118.4823)"
844243,3113,5709,,N,JUMILLA,AVE,,91367,01/31/0019,,174B117   169,GENERAL,South Valley,O,"(34.17481, -118.56416)"
698433,1132,5418,,W,ADAMS,BLVD,,90016,10/16/0015,,123B177  1052,GENERAL,South Los Angeles,O,"(34.03226, -118.36119)"
870839,1141,1626,,E,114TH,ST,,90059,07/19/0019,,087A213   424,GENERAL,South Los Angeles,O,"(33.93102, -118.24523)"
732488,2131,3562,,N,CANADA,ST,,90065,08/18/0016,,153A217   178,GENERAL,East Los Angeles,O,"(34.11404, -118.23232)"
880774,2301,333,,N,MARINE,AVE,,90744,09/21/0019,,030B205  1348,VEIP,Harbor,O,"(33.77374, -118.26343)"
850393,2100,3680,,W,WILSHIRE,BLVD,,90010,03/15/0019,,132B193    65,NAR,Central,O,"(34.06149, -118.30603)"
898948,1102,11827,,W,JEFFERSON,BLVD,,90230,05/16/0020,,105B165   256,GENERAL,West Los Angeles,O,"(33.98604, -118.40219)"
862745,2100,1722,,E,16TH,ST,,90021,05/24/0019,,120A213   207,NAR,South Los Angeles,O,"(34.02315, -118.24168)"
840514,2303,1900,,S,ALAMEDA,ST,,90058,01/09/0019,,118-5A215  22,VEIP,Central,O,"(34.01952, -118.23936)"
861873,3301,8765,,N,LANKERSHIM,BLVD,,91352,05/19/0019,,195B169   411,VEIP,North Valley,O,"(34.22905, -118.38796)"
581814,1132,2663,,S,CLOVERDALE,AVE,,90016,04/24/0014,,123B177  1371,GENERAL,South Los Angeles,O,"(34.0307, -118.35824)"
871569,2121,3223,,E,GLEASON,AVE,,90063,07/25/0019,,126A227    82,GENERAL,East Los Angeles,O,"(34.03778, -118.19842)"
900117,1142,529,,W,18TH,ST,,90731,07/04/0020,,012B197   811,GENERAL,Harbor,O,"(33.72777, -118.28872)"
759928,1142,230,,W,15TH,ST,,90731,03/29/0017,,012B201   242,GENERAL,Harbor,O,"(33.73069, -118.28203)"
665050,2302,4550,,W,DORAN,ST,,90039,11/07/0014,,165B201    74,VEIP,East Los Angeles,O,"(34.15166, -118.27702)"
693977,2112,9882,,W,PORTOLA,DR,,90210,08/28/0015,,150B153   237,GENERAL,West Los Angeles,O,"(34.10994, -118.43487)"
891211,3113,6047,,N,TAMPA,AVE,,91356,01/19/0020,,177B117   534,GENERAL,South Valley,O,"(34.1808, -118.55375)"
473349,2301,732,,N,FRIES,AVE,,90744,07/13/0012,,030B205   467,VEIP,Harbor,O,"(33.77934, -118.26484)"
658525,3122,12145,,N,MEMPHIS,AVE,,91342,09/18/0014,,216B149   246,GENERAL,North Valley,O,"(34.29042, -118.4533)"
757540,4600,6822,,N,FARMDALE,AVE,,91605,03/12/0017,,183B169   581,LEA,South Valley,O,"(34.19451, -118.3811)"
715613,3122,14020,,W,HUBBARD,ST,,91342,04/01/0016,,219B153   102,GENERAL,North Valley,O,"(34.30025, -118.43817)"
864331,3111,6919,,N,HESPERIA,AVE,,91335,06/06/0019,,183B125   753,GENERAL,South Valley,O,"(34.19628, -118.52636)"
734464,3131,22800,,W,MARLIN,PL,,91307,09/01/0016,,183B097   523,GENERAL,South Valley,O,"(34.19669, -118.62371)"
898702,2123,5139,,E,CHESTER,ST,,90032,05/06/0020,,141A235   380,GENERAL,East Los Angeles,O,"(34.07873, -118.17044)"
782223,2123,1859,,N,LANSDOWNE,AVE,,90032,08/18/0017,,135A233   254,GENERAL,East Los Angeles,O,"(34.06293, -118.175)"
880777,1111,5410,,S,4TH,AVE,,90043,09/21/0019,,108B189   704,GENERAL,South Los Angeles,O,"(33.99268, -118.32131)"
852469,2100,125,,N,WESTERN,AVE,,90004,04/04/0019,,138B193   935,NAR,Central,O,"(34.07378, -118.30931)"
747417,1112,1536,,W,SLAUSON,AVE,,90047,12/24/0016,,108B193  1362,GENERAL,South Los Angeles,O,"(33.989, -118.30383)"
776308,2304,6800,,S,HOOVER,ST,,90044,07/07/0017,,102B201   259,VEIP,South Los Angeles,O,"(33.9781, -118.28689)"
786193,3121,12317,,W,BRANFORD,ST,,91331,09/21/0017,,201B165    65,GENERAL,North Valley,O,"(34.24969, -118.40146)"
901017,2133,1636,,S,NEW HAMPSHIRE,AVE,,90006,09/11/0020,,126B197   304,GENERAL,South Los Angeles,O,"(34.04308, -118.29227)"
882176,3143,17214,,W,WELBY,WAY,,91406,10/05/0019,,180B133    69,GENERAL,South Valley,O,"(34.19283, -118.50825)"
838245,1111,2926,,W,FLORENCE,AVE,,90043,12/14/0018,,102B189  1434,GENERAL,South Los Angeles,O,"(33.97438, -118.32526)"
703726,2111,8731,,W,3RD,ST,,90048,11/26/0015,,138B169   504,GENERAL,Central,O,"(34.07372, -118.38275)"
834588,3103,12526,,W,VENTURA,BLVD,,91604,11/03/0018,,162B161   251,GENERAL,South Valley,O,"(34.14252, -118.40633)"
829808,1141,10515,,S,GORMAN,AVE,,90002,09/28/0018,,090A217   337,GENERAL,South Los Angeles,O,"(33.94009, -118.23077)"
765629,1121,747,,E,91ST,ST,,90002,04/26/0017,,094-5A207 111,GENERAL,South Los Angeles,O,"(33.95395, -118.2614)"
841945,1142,439,1/2,W,ELBERON,AVE,,90731,01/13/0019,,021B197   841,GENERAL,Harbor,O,"(33.75006, -118.28821)"
516718,2301,211,,W,PACIFIC COAST,HWY,,90744,10/10/0013,,036B205  1066,VEIP,Harbor,O,"(33.79134, -118.26487)"
819445,2102,1157,,N,ORANGE,DR,,90038,06/30/0018,,144B181   328,GENERAL,Central,O,"(34.09238, -118.3418)"
888953,3103,7435,,N,GREENBUSH,AVE,,91605,12/08/0019,,186B157   297,GENERAL,North Valley,O,"(34.20563, -118.42635)"
808457,1112,1645,,W,48TH,ST,,90062,03/16/0018,,111B193   762,GENERAL,South Los Angeles,O,"(34.00021, -118.30842)"
801242,3102,5100,,N,RIVERTON,AVE,,91601,01/13/0018,,171B177  1012,GENERAL,South Valley,O,"(34.16243, -118.36574)"
891103,1111,5722,,S,HILLCREST,DR,,90043,01/18/0020,,108B185   750,GENERAL,South Los Angeles,O,"(33.99005, -118.33655)"
677687,2143,133,,S,UNION,PL,,90026,04/10/0015,,135A207   310,GENERAL,Central,O,"(34.0631, -118.26483)"
888748,2122,1027,,N,SAN PASCUAL,AVE,,90042,12/07/0019,,156A235   212,GENERAL,East Los Angeles,O,"(34.12129, -118.16868)"
722621,1101,531,,N,RADCLIFFE,AVE,,90272,06/05/0016,,126B125   764,GENERAL,West Los Angeles,O,"(34.03929, -118.53193)"
539836,2303,5320,,E,YORK,BLVD,,90042,02/01/0014,,156A227   457,VEIP,East Los Angeles,O,"(34.11993, -118.19974)"
870261,2100,11711,,W,NATIONAL,BLVD,,90064,07/13/0019,,120B153  1026,NAR,West Los Angeles,O,"(34.02262, -118.43924)"
497696,3113,18805,,W,REDWING,ST,,91356,04/26/0013,,174B121   589,GENERAL,South Valley,O,"(34.17046, -118.54303)"
752616,3102,6418,,N,LANKERSHIM,BLVD,,91606,02/08/0017,,180B169  1086,GENERAL,South Valley,O,"(34.18733, -118.38756)"
875006,2143,2379,,N,GLENDALE,BLVD,,90039,08/11/0019,,148-5A209 474,GENERAL,East Los Angeles,O,"(34.09957, -118.25941)"
794909,2102,171,,N,GARDNER,ST,,90036,11/22/0017,,138B177   491,GENERAL,Central,O,"(34.07558, -118.35334)"
837404,2101,2032,,N,SANBORN,AVE,,90027,12/07/0018,,150B201  1229,GENERAL,Central,O,"(34.10454, -118.27852)"
848604,1132,2860,,S,RIMPAU,BLVD,,90016,02/28/0019,,120B181   292,GENERAL,South Los Angeles,O,"(34.02786, -118.35054)"
887458,1121,6603,,S,BROADWAY,,,90003,11/21/0019,,102B201    25,GENERAL,South Los Angeles,O,"(33.97971, -118.27849)"
864808,2131,5558,,N,FIGUEROA,ST,,90042,06/08/0019,,151-5A229 376,GENERAL,East Los Angeles,O,"(34.10864, -118.19438)"
894913,1143,1060,,N,MCFARLAND,AVE,,90744,02/23/0020,,033B209   701,GENERAL,Harbor,O,"(33.78485, -118.25271)"
744302,8511,6250,,W,HOLLYWOOD,BLVD,,90028,11/17/0016,,148-5A189 347,BILLBOARDS,Central,O,"(34.10141, -118.32542)"
786117,1112,1814,,W,JEFFERSON,BLVD,,90018,09/20/0017,,120B193   704,GENERAL,South Los Angeles,O,"(34.02543, -118.30934)"
831477,3122,13793,,N,WHEELER,AVE,,91342,10/11/0018,,228B153   261,GENERAL,North Valley,O,"(34.32248, -118.44104)"
868240,3102,7463,,N,SATSUMA,AVE,,91352,07/04/0019,,186B173   512,GENERAL,North Valley,O,"(34.20657, -118.36718)"
483427,3306,7104,,N,RESEDA,BLVD,,91335,11/09/0012,,183B125   370,VEIP,South Valley,O,"(34.19949, -118.53584)"
864766,2100,19938,1/2,W,VENTURA,BLVD,,91364,06/08/0019,,174B113   434,NAR,South Valley,O,"(34.17154, -118.56708)"
597668,2304,7405,,S,WESTERN,AVE,,90047,05/29/0014,,102B193  1780,VEIP,South Los Angeles,O,"(33.97248, -118.30915)"
857554,3102,7838,,N,VANTAGE,AVE,,91605,04/27/0019,,189B165   737,GENERAL,North Valley,O,"(34.21318, -118.39756)"
900462,1103,13400,,W,MAXELLA,AVE,,90292,07/24/0020,,105B153    47,GENERAL,West Los Angeles,O,"(33.98689, -118.4406)"
898928,3142,14720,,W,PLUMMER,ST,,91402,05/15/0020,,198B149    59,GENERAL,North Valley,O,"(34.24255, -118.45442)"
504949,8512,10660,,N,SEPULVEDA,BLVD,,91345,07/12/0013,,207B145   328,BILLBOARDS,North Valley,O,"(34.26431, -118.46697)"
730557,8201,4371,,S,CRENSHAW,BLVD,,90008,08/03/0016,,111B185    83,SIGNS,South Los Angeles,O,"(34.00372, -118.3325)"
835865,2143,2829,1/2,N,FLETCHER,DR,,90039,11/18/0018,,153B209  1116,GENERAL,East Los Angeles,O,"(34.11232, -118.2494)"
745410,1132,4025,,S,BRONSON,AVE,,90008,12/03/0016,,114B185   198,GENERAL,South Los Angeles,O,"(34.0112, -118.33274)"
657405,3306,18743,,W,SHERMAN,WAY,,91335,08/23/0014,,183B121   113,VEIP,South Valley,O,"(34.20127, -118.54186)"
881028,3141,11851,,W,STAGG,ST,,91605,09/22/0019,,189B169   686,GENERAL,North Valley,O,"(34.21221, -118.39173)"
875259,1133,1601,,S,WELLINGTON,ROAD,,90019,08/15/0019,,126B185    70,GENERAL,South Los Angeles,O,"(34.0452, -118.33097)"
896093,1101,460,,N,GREENCRAIG,ROAD,,90049,03/07/0020,,135B141   328,GENERAL,West Los Angeles,O,"(34.06701, -118.48013)"
767783,3102,7706,,N,CLYBOURN,AVE,,91352,05/04/0017,,189B177   851,GENERAL,North Valley,O,"(34.21073, -118.36336)"
900102,2121,1114,,S,LA PUERTA,ST,,90023,07/03/0020,,118-5A229  45,GENERAL,East Los Angeles,O,"(34.01956, -118.19319)"
895336,2133,1513,,S,WESTMORELAND,AVE,,90006,02/29/0020,,126B197   114,GENERAL,South Los Angeles,O,"(34.04491, -118.28942)"
788668,2123,3822,,N,COLLIS,AVE,,90032,10/15/0017,,144A231    74,GENERAL,East Los Angeles,O,"(34.08991, -118.18283)"
836842,3122,13310,,N,GLADSTONE,AVE,,91342,12/01/0018,,225B157   475,GENERAL,North Valley,O,"(34.31324, -118.43115)"
898382,2121,2829,,E,BOULDER,ST,,90033,04/16/0020,,129A227   351,GENERAL,East Los Angeles,O,"(34.04622, -118.19937)"
899211,1132,5774,,W,OBAMA,BLVD,,90016,05/30/0020,,120B173   567,GENERAL,South Los Angeles,O,"(34.02147, -118.37164)"
804104,4101,336,,N,KILKEA,DR,,90048,02/04/0018,,138B173   243,CNAP,Central,O,"(34.07716, -118.36676)"
837198,2203,5574,,W,MELROSE,AVE,,90004,12/05/0018,,141B189   337,CITATIONS,Central,O,"(34.0834, -118.32229)"
538408,1123,726,,E,106TH,ST,,90002,01/31/0014,,090A207   296,GENERAL,South Los Angeles,O,"(33.94004, -118.26207)"
899674,3102,10814,,W,WHITE,ST,,91352,06/17/0020,,189B173   136,GENERAL,North Valley,O,"(34.2172, -118.36717)"
796793,1103,2490,,S,GLENCOE,AVE,,90291,12/03/0017,,108B153   215,GENERAL,West Los Angeles,O,"(33.99461, -118.44548)"
862609,1143,200,,N,AVALON,BLVD,,90744,05/23/0019,,027B205   307,GENERAL,Harbor,O,"(33.77164, -118.26159)"
712246,3122,14609,,W,FOX,ST,,91345,02/26/0016,,210B149  1226,GENERAL,North Valley,O,"(34.26822, -118.45108)"
840121,1111,5753,,S,11TH,AVE,,90043,12/30/0018,,108B185   875,GENERAL,South Los Angeles,O,"(33.98928, -118.32957)"
671699,2303,1713,,E,VERNON,AVE,,90058,01/23/0015,,112-5A213  26,VEIP,South Los Angeles,O,"(34.00409, -118.24291)"
687996,8201,2815,,W,SUNSET,BLVD,,90026,07/10/0015,,141A205    48,SIGNS,East Los Angeles,O,"(34.08216, -118.27195)"
863518,2112,969,,S,HILGARD,AVE,,90024,05/25/0019,,135B153   657,GENERAL,West Los Angeles,O,"(34.0621, -118.44187)"
900546,3101,6652,,N,RANCHITO,AVE,,91405,07/29/0020,,180B153   329,GENERAL,South Valley,O,"(34.19187, -118.43549)"
413119,3301,7943,,N,HASKELL,AVE,,91406,04/15/0011,,189B141    92,VEIP,South Valley,O,"(34.215, -118.47511)"
802574,2301,811,,N,PACIFIC,AVE,,90731,01/25/0018,,021B197   683,VEIP,Harbor,O,"(33.75139, -118.28786)"
899159,3121,13537,,W,WEIDNER,ST,,91331,05/28/0020,,210B157   623,GENERAL,North Valley,O,"(34.26989, -118.42794)"
844222,2100,3680,,W,6TH,ST,,90005,01/31/0019,,135B193   881,NAR,Central,O,"(34.06339, -118.30259)"
744967,8511,1480,,N,VINE,ST,,90028,11/24/0016,,147A189   227,BILLBOARDS,Central,O,"(34.09747, -118.32646)"
866981,3143,6410,,N,VAN NUYS,BLVD,,91401,06/23/0019,,180B149   818,GENERAL,South Valley,O,"(34.18708, -118.44845)"
884982,2303,5910,,S,LOS ANGELES,ST,,90003,11/01/0019,,105B205   150,VEIP,South Los Angeles,O,"(33.98706, -118.27041)"
513329,2301,111,,N,HARBOR,BLVD,,90731,09/19/0013,,018B201   679,VEIP,Harbor,O,"(33.74365, -118.27986)"
885790,3103,7303,,N,VENTURA CANYON,AVE,,91405,11/07/0019,,186B157   503,GENERAL,South Valley,O,"(34.20344, -118.42929)"
900994,1133,2127,,W,29TH,PL,,90018,09/06/0020,,120B193   136,GENERAL,South Los Angeles,O,"(34.02835, -118.31282)"
840130,1123,715,,E,103RD,ST,,90002,01/02/0019,,091-5A207 254,GENERAL,South Los Angeles,O,"(33.94344, -118.26193)"
439746,3306,9833,,N,DEERING,AVE,,91311,12/30/0011,,201B105    90,VEIP,North Valley,O,"(34.24918, -118.59743)"
883618,4101,6037,,W,ROMAINE,ST,,90038,10/18/0019,,144B189   817,CNAP,Central,O,"(34.08904, -118.32354)"
816767,3121,12942,,W,DEL SUR,ST,,91340,05/31/0018,,216B161   224,GENERAL,North Valley,O,"(34.28817, -118.4146)"
524290,3301,7905,,N,VAN NUYS,BLVD,,91402,11/28/0013,,189B149   451,VEIP,North Valley,O,"(34.21446, -118.44897)"
751180,2142,4216,,W,MELROSE,AVE,,90004,02/03/0017,,141B197   496,GENERAL,Central,O,"(34.08348, -118.29244)"
695966,1124,1218,,W,55TH,ST,,90037,09/20/0015,,108B197   831,GENERAL,South Los Angeles,O,"(33.9922, -118.29658)"
862365,2103,2332,,N,KIMRIDGE,ROAD,,90210,05/23/0019,,153B165   335,GENERAL,South Valley,O,"(34.11426, -118.39986)"
866376,4106,2760,,W,DELOR,ROAD,,90065,06/21/0019,,159A219   157,CNAP,East Los Angeles,O,"(34.13072, -118.22735)"
742685,2201,1710,,N,LAS PALMAS,AVE,,90028,10/31/0016,,148-5A185 126,CITATIONS,Central,O,"(34.10194, -118.33601)"
877574,2100,939,,S,BROXTON,AVE,,90024,08/29/0019,,135B149   581,NAR,West Los Angeles,O,"(34.06289, -118.44725)"
528025,3301,7833,,N,SEPULVEDA,BLVD,,91406,12/25/0013,,189B145   506,VEIP,South Valley,O,"(34.21295, -118.4664)"
891017,3142,8215,,N,CANTALOUPE,AVE,,91402,01/17/0020,,192B153   957,GENERAL,North Valley,O,"(34.22016, -118.43586)"
838560,2142,565,,N,VIRGIL,AVE,,90004,12/16/0018,,141B197   768,GENERAL,Central,O,"(34.08158, -118.28702)"
475994,2304,1813,,W,MANCHESTER,AVE,,90047,08/08/0012,,097-5A193 287,VEIP,South Los Angeles,O,"(33.9603, -118.30964)"
628667,3301,9151,,N,SAN FERNANDO,ROAD,,91352,07/03/0014,,198B169   193,VEIP,North Valley,O,"(34.23515, -118.38964)"
898673,1111,920,,W,71ST,ST,,90044,05/03/0020,,102B197   998,GENERAL,South Los Angeles,O,"(33.9754, -118.29002)"
706355,1111,5743,,S,2ND,AVE,,90043,12/30/0015,,108B189  1245,GENERAL,South Los Angeles,O,"(33.98974, -118.31944)"
899296,3141,9239,,N,RALSTON,AVE,,91352,06/04/0020,,198B169   144,GENERAL,North Valley,O,"(34.23698, -118.38799)"
472929,2302,3200,,W,OLYMPIC,BLVD,,90006,07/05/0012,,129B193   330,VEIP,Central,O,"(34.05237, -118.30649)"
863965,3102,7509,,N,FARMDALE,AVE,,91605,06/01/0019,,186B169   456,GENERAL,North Valley,O,"(34.20687, -118.38137)"
731585,2302,5226,,W,PICO,BLVD,,90019,08/10/0016,,129B181   970,VEIP,Central,O,"(34.04806, -118.35252)"
518831,1133,2105,,W,VENICE,BLVD,,90006,10/23/0013,,126B193   243,GENERAL,South Los Angeles,O,"(34.04373, -118.30278)"
888706,3306,21800,,W,LASSEN,ST,,91311,12/07/0019,,201B105    73,VEIP,North Valley,O,"(34.24982, -118.60311)"
895090,4103,231,,W,16TH,ST,,90731,02/27/0020,,012B201   435,CNAP,Harbor,O,"(33.72955, -118.28205)"
873924,1122,1164,,E,35TH,ST,,90011,08/05/0019,,115-5A209 110,GENERAL,South Los Angeles,O,"(34.01185, -118.2549)"
895274,2111,529,,N,MANSFIELD,AVE,,90036,02/28/0020,,141B181  1014,GENERAL,Central,O,"(34.08112, -118.34072)"
887532,8201,13683,,W,VAN NUYS,BLVD,,91331,11/22/0019,,204B157    34,SIGNS,North Valley,O,"(34.25973, -118.43127)"
837211,2143,1645,,W,BEVERLY,BLVD,,90026,12/06/0018,,135A207   212,GENERAL,Central,O,"(34.06412, -118.2642)"
831733,2122,1856,,W,YOSEMITE,DR,,90041,10/13/0018,,160-5A223 265,GENERAL,East Los Angeles,O,"(34.13368, -118.20836)"
779197,2111,1460,,S,CREST,DR,,90035,07/27/0017,,129B169    97,GENERAL,Central,O,"(34.05345, -118.38731)"
507679,3143,14107,,W,SYLVAN,ST,,91401,08/01/0013,,177B153   135,GENERAL,South Valley,O,"(34.1848, -118.4403)"
660266,3301,8969,,N,LAUREL CANYON,BLVD,,91352,10/10/0014,,195B165   252,VEIP,North Valley,O,"(34.23239, -118.40453)"
740303,3121,10235,,N,GLENOAKS,BLVD,,91331,10/10/0016,,204B165   159,GENERAL,North Valley,O,"(34.25613, -118.39454)"
871828,1122,937,,E,21ST,ST,,90011,07/26/0019,,121-5A209 357,GENERAL,South Los Angeles,O,"(34.02482, -118.25609)"
723599,3111,20136,,W,STRATHERN,ST,,91306,06/19/0016,,189B113   475,GENERAL,South Valley,O,"(34.21547, -118.57219)"
879760,3121,13760,,W,DESMOND,ST,,91331,09/13/0019,,210B153   428,GENERAL,North Valley,O,"(34.2732, -118.43244)"
554733,4103,10523,,S,PACE,AVE,,90002,03/08/0014,,090B209  1107,CNAP,South Los Angeles,O,"(33.94028, -118.25316)"
860500,1100,3296,,S,INGLEWOOD,BLVD,,90066,05/15/0019,,117B153   754,GENERAL,West Los Angeles,O,"(34.01588, -118.43644)"
845828,1112,1488,,W,45TH,ST,,90062,02/08/0019,,111B193   327,GENERAL,South Los Angeles,O,"(34.00269, -118.3031)"
717018,4102,7615,,N,RESEDA,BLVD,,91335,04/21/0016,,186B125   163,CNAP,South Valley,O,"(34.20898, -118.53626)"
829532,3132,16137,,W,LASSEN,ST,,91343,09/26/0018,,201B141   139,GENERAL,North Valley,O,"(34.25031, -118.48387)"
899105,3111,7056,,N,ALABAMA,AVE,,91303,05/23/0020,,183B105   433,GENERAL,South Valley,O,"(34.199, -118.59888)"
893022,2122,5000,,N,EAGLE ROCK,BLVD,,90041,02/07/0020,,162A221   250,GENERAL,East Los Angeles,O,"(34.13719, -118.21439)"
719107,3301,7740,,N,SEPULVEDA,BLVD,,91405,05/06/0016,,189B145   619,VEIP,South Valley,O,"(34.21138, -118.466)"
883685,2301,811,,W,253RD,ST,,90710,10/19/0019,,036B197   448,VEIP,Harbor,O,"(33.79481, -118.28933)"
859499,1143,804,,W,253RD,ST,,90710,05/09/0019,,036B197   539,GENERAL,Harbor,O,"(33.79459, -118.28918)"
784388,2121,1314,,E,16TH,ST,,90021,08/31/0017,,121-5A211 341,GENERAL,Central,O,"(34.02594, -118.24825)"
900256,1101,511,,N,RADCLIFFE,AVE,,90272,07/12/0020,,126B125   828,GENERAL,West Los Angeles,O,"(34.03872, -118.53186)"
899130,3121,13442,,W,EUSTACE,ST,,91331,05/24/0020,,210B157    45,GENERAL,North Valley,O,"(34.27615, -118.42552)"
753086,3113,19106,,W,CANTARA,ST,,91335,02/12/0017,,192B121   922,GENERAL,South Valley,O,"(34.21915, -118.54944)"
671781,3303,10235,,N,GLENOAKS,BLVD,,91331,01/24/0015,,204B165   159,VEIP,North Valley,O,"(34.25613, -118.39454)"
748523,3122,13664,,N,GARRICK,AVE,,91342,01/07/0017,,228B157   691,GENERAL,North Valley,O,"(34.32016, -118.42088)"
479799,3306,12000,,N,BALBOA,BLVD,,91344,09/26/0012,,216B133   344,VEIP,North Valley,O,"(34.28784, -118.5018)"
773891,3132,11739,,N,GERALD,AVE,,91344,06/16/0017,,213B137    53,GENERAL,North Valley,O,"(34.28415, -118.49452)"
811743,2131,5414,,N,FIGUEROA,ST,,90042,04/11/0018,,151-5A227 369,GENERAL,East Los Angeles,O,"(34.10746, -118.19673)"
898736,3113,5128,,N,LLANO,DR,,91364,05/07/0020,,171B101   980,GENERAL,South Valley,O,"(34.16195, -118.61118)"
700843,3143,7242,,N,WOODLEY,AVE,,91406,10/31/0015,,186B141   827,GENERAL,South Valley,O,"(34.20251, -118.48346)"
889672,1112,1411,,W,ROLLAND CURTIS,PL,,90062,12/21/0019,,117B193   929,GENERAL,South Los Angeles,O,"(34.01652, -118.30353)"
709975,3113,5048,,N,TENDILLA,AVE,,91364,01/31/0016,,168B105    82,GENERAL,South Valley,O,"(34.16021, -118.60127)"
900337,2111,3703,,S,BENTLEY,AVE,,90034,07/17/0020,,117B161   929,GENERAL,West Los Angeles,O,"(34.01555, -118.41735)"
457280,3111,21328,,W,NORDHOFF,ST,,91311,03/30/0012,,195B105   361,GENERAL,North Valley,O,"(34.23524, -118.59575)"
652488,2301,2211,,E,ANAHEIM,ST,,90744,08/07/0014,,033B217   690,VEIP,Harbor,O,"(33.78185, -118.23413)"
851261,1203,6208,,S,WEST,BLVD,,90043,03/23/0019,,105B185   750,GENERAL,South Los Angeles,O,"(33.98345, -118.33503)"
807025,2103,15136,,W,GREENLEAF,ST,,91403,03/08/0018,,166-5A147 137,GENERAL,South Valley,O,"(34.15061, -118.46336)"
890829,1100,12130,,W,LAWLER,ST,,90066,01/15/0020,,117B153  1147,GENERAL,West Los Angeles,O,"(34.01329, -118.43573)"
765418,1111,6608,,S,HOOVER,ST,,90044,04/22/0017,,102B201   138,GENERAL,South Los Angeles,O,"(33.97911, -118.28688)"
700536,2303,5357,,E,VALLEY,BLVD,,90032,10/30/0015,,139-5A237  81,VEIP,East Los Angeles,O,"(34.07474, -118.16688)"
888405,1122,151,,W,39TH,ST,,90037,12/05/0019,,115-5A203  22,GENERAL,South Los Angeles,O,"(34.01218, -118.27522)"
661872,3301,7833,,N,SEPULVEDA,BLVD,,91406,10/23/0014,,189B145   506,VEIP,South Valley,O,"(34.21295, -118.4664)"
657124,2142,5316,,W,LEXINGTON,AVE,,90029,08/20/0014,,144B193   408,GENERAL,Central,O,"(34.09282, -118.30524)"
881685,3141,11213,,W,DORA,ST,,91352,09/29/0019,,192B173   367,GENERAL,North Valley,O,"(34.223, -118.37578)"
863621,3113,18630,,W,HART,ST,,91335,05/26/0019,,183B121   556,GENERAL,South Valley,O,"(34.19755, -118.53982)"
871069,1102,3405,,S,SCHOONER,AVE,,90292,07/20/0019,,103-5A147  72,GENERAL,West Los Angeles,O,"(33.97826, -118.46351)"
